timestamp,open,close,high,low,volume
2013-01-21 10:00:00,16.626,16.626,16.626,16.626,3.0
2013-01-21 11:00:00,16.626,16.626,16.626,16.626,0.0
2013-01-21 12:00:00,16.626,16.931898,16.931898,16.626,43.8996363
2013-01-21 13:00:00,16.931898,16.931898,16.931898,16.931898,0.0
2013-01-21 14:00:00,16.931898,16.9013898,16.931898,16.9013898,1.63
2013-01-21 15:00:00,16.9013898,17.136,17.136,16.9013898,0.1706344
2013-01-21 16:00:00,17.136,17.1359898,17.136,17.1359898,0.01076
2013-01-21 17:00:00,17.1359898,16.983,17.1359898,16.983,25.0
2013-01-21 18:00:00,16.983,16.983,16.983,16.983,0.0
2013-01-21 19:00:00,16.983,17.12988,17.12988,16.983,20.0
2013-01-21 20:00:00,17.12988,17.12988,17.12988,17.12988,0.0
2013-01-21 21:00:00,17.12988,16.8708102,17.12988,16.8555,0.70828376
2013-01-21 22:00:00,16.8555,16.8708102,16.8708102,16.8555,0.0
2013-01-21 23:00:00,16.8555,17.136,17.136,16.8555,0.41322182
2013-01-22 00:00:00,17.136,17.2685796,17.2685796,17.136,7.22568728
2013-01-22 01:00:00,17.2685796,17.2582674,17.2716498,17.238,10.2745135
2013-01-22 02:00:00,17.2582674,17.2583796,17.2583796,17.2276878,5.06797276
2013-01-22 03:00:00,17.2583796,17.2571658,17.2583796,17.2074,8.03251798
2013-01-22 04:00:00,17.2571658,17.2349298,17.2571658,17.2349298,0.04763227
2013-01-22 05:00:00,17.2349298,17.2349298,17.2349298,17.2349298,0.0
2013-01-22 06:00:00,17.2349298,17.2266678,17.2349298,17.1869898,0.32612464
2013-01-22 07:00:00,17.2266678,17.188938,17.2266678,17.188938,0.01
2013-01-22 08:00:00,17.188938,17.188938,17.188938,17.188938,0.0
2013-01-22 09:00:00,17.188938,17.188938,17.188938,17.188938,0.0
2013-01-22 10:00:00,17.188938,17.188938,17.188938,17.188938,0.0
2013-01-22 11:00:00,17.188938,17.188938,17.188938,17.188938,0.0
2013-01-22 12:00:00,17.188938,17.188938,17.188938,17.188938,0.0
2013-01-22 13:00:00,17.188938,17.595,17.595,17.188938,1.0
2013-01-22 14:00:00,17.595,17.595,17.85,17.595,380.2465617
2013-01-22 15:00:00,17.595,17.595,17.595,17.595,10.0
2013-01-22 16:00:00,17.595,17.595,17.595,17.595,0.0
2013-01-22 17:00:00,17.595,17.748,17.748,17.595,0.13422535
2013-01-22 18:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-22 19:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-22 20:00:00,17.748,17.646,17.748,17.646,30.0
2013-01-22 21:00:00,17.646,17.646,17.646,17.646,0.0
2013-01-22 22:00:00,17.646,17.748,17.748,17.646,20.0011186
2013-01-22 23:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-23 00:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-23 01:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-23 02:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-23 03:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-23 04:00:00,17.748,17.748,17.748,17.748,0.0
2013-01-23 05:00:00,17.748,17.404668,17.748,17.404668,50.0
2013-01-23 06:00:00,17.404668,17.3868894,17.404668,17.3868894,0.52838585
2013-01-23 07:00:00,17.3868894,17.222394,17.3868894,17.2176,20.14767764
2013-01-23 08:00:00,17.222394,17.222394,17.222394,17.222394,0.12382143
2013-01-23 09:00:00,17.222394,17.3502,17.3502,17.222394,0.07392
2013-01-23 10:00:00,17.3502,17.4951114,17.4951114,17.3502,19.4804962
2013-01-23 11:00:00,17.4951114,17.493,17.4951114,17.493,0.14784
2013-01-23 12:00:00,17.493,17.493,17.493,17.493,0.0
2013-01-23 13:00:00,17.493,17.4950298,17.4950298,17.493,17.5
2013-01-23 14:00:00,17.4950298,17.4950298,17.4950298,17.4950298,0.0
2013-01-23 15:00:00,17.4950298,17.595,17.595,17.4950298,9.95
2013-01-23 16:00:00,17.595,17.595,17.595,17.595,0.0
2013-01-23 17:00:00,17.595,17.6634522,17.6634522,17.595,0.02
2013-01-23 18:00:00,17.6634522,17.6634522,17.6634522,17.6634522,0.0
2013-01-23 19:00:00,17.6634522,17.6634522,17.6634522,17.6634522,0.0
2013-01-23 20:00:00,17.6634522,17.697,17.697,17.6607798,34.66172956
2013-01-23 21:00:00,17.697,17.7684,17.7684,17.6561898,171.82955916
2013-01-23 22:00:00,17.7684,17.7684,17.7684,17.7684,0.0
2013-01-23 23:00:00,17.7684,17.93721,17.93721,17.7684,20.16
2013-01-24 00:00:00,17.93721,18.3089694,18.3089694,17.93721,214.183
2013-01-24 01:00:00,18.3089694,18.3089898,18.309,18.2988,3.0
2013-01-24 02:00:00,18.3089898,18.237396,18.3089898,18.237396,0.012
2013-01-24 03:00:00,18.237396,18.5639898,18.5639898,18.237396,18.90810833
2013-01-24 04:00:00,18.5639898,18.6507,18.6507,18.5639898,0.28123702
2013-01-24 05:00:00,18.6507,19.0229694,19.0330878,18.6507,0.5
2013-01-24 06:00:00,19.0229694,18.9007122,19.0229694,18.87,60.0
2013-01-24 07:00:00,18.9007122,18.9516,18.9713778,18.9007122,0.61901371
2013-01-24 08:00:00,18.9516,18.9516,18.9516,18.8992638,291.63738935
2013-01-24 09:00:00,18.9516,18.6802698,18.9516,18.666,19.80694291
2013-01-24 10:00:00,18.7361862,18.768,18.8189898,18.7361862,8.84882802
2013-01-24 11:00:00,18.768,18.768,18.768,18.768,0.0
2013-01-24 12:00:00,18.768,18.768,18.768,18.768,0.0
2013-01-24 13:00:00,18.768,18.972,18.972,18.768,0.98
2013-01-24 14:00:00,18.972,19.0638,19.0638,18.9719898,30.0216
2013-01-24 15:00:00,19.0638,19.1657898,19.1657898,19.0229694,57.71115513
